class,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
impervious,1312.67,827.391,267.028,386.422,410.81,370.187,268.526,541.108,345.071,917.353,387.707,462.891,374.738,706.085,730.626,851.555,580.195,896.646,302.613,945.776,831.924,985.125,515.296,383.625,367.065,409.12,1312.67,540.457
impervious,1807.26,1461.37,13.3808,356.369,1156.27,1232.61,1013.28,1155.4,1611.47,1452.34,762.691,1453.89,1552.65,293.975,1144.8,1336.16,1318.03,591.79,1444.12,1807.26,1302.94,861.972,327.605,588.461,317.032,1184.86,810.38,506.685
impervious,4635.26,4186.01,3273.85,2504.34,1145.31,2209.09,2690.87,4029.38,744.03,4635.26,4249.39,3968.97,1300.3,776.51,917.213,664.563,2086.62,4099.37,4261.99,3744.22,3680.22,3203.51,379.176,3194.17,4152.11,4020.67,2693.88,3925.12
impervious,7560.14,6885.96,6288.67,3864.29,4056.7,1144.01,6435.81,6617.09,1557.22,3024.24,7560.14,7138.44,1089.42,1417.79,910.84,600.026,2156.6,5484.3,6782.24,2691.19,5207.77,5617.82,241.003,6745.02,1082.87,6492.96,3105.35,6501.5
farm,7360.75,2187.26,3310.92,4253.86,3742.68,1096.56,7360.75,1977.42,641.735,1829.04,569.864,18.9591,2843.88,915.638,2733.04,5778.67,904.18,1341.24,5866.2,1228.08,5704.41,3674.36,3624.65,839.233,305.859,4161.31,1575.39,-190.211
farm,7843.51,2716.04,5333.88,3549.75,4580.83,1181.36,7843.51,2873.72,993.742,1951.06,464.268,7.01755,3082.44,869.842,2446.15,1979.86,878.684,2075.28,5619.43,1388.2,4048.6,3699.78,1756.08,861.575,234.533,5050.82,1533.93,944.408
farm,6133.6,5188.28,4983.75,4877.77,3374.19,931.731,5214.46,5966.32,4163.56,1214.15,286.988,2973.37,5354.45,2169.94,1365.25,3965.47,1252.04,4644.91,4980.36,304.531,6133.6,5945.13,4544.71,629.479,315.348,2946.52,1002.61,3960.15
farm,7268.05,5423.82,3592.72,3790.45,4014.08,729.413,3671.69,7029.74,6203.7,1613.16,342.874,1974.07,2142.14,654.223,1521.98,7268.05,1210.99,3945.67,3402.3,389.413,3152.26,4660.46,5266.05,772.553,316.915,3250.19,1068.02,883.964
farm,6638.22,6638.22,4828.27,4674.94,3179.07,786.567,1831.37,6269.37,3663.86,3143.79,307.31,2926.85,1751.81,662.291,1685.23,1417.99,1134.65,5659.69,5877.84,500.354,4837.33,4165.63,4033.25,712.742,381.405,4859.22,1100.35,2080.21
farm,6040.63,2837.59,3823.39,3993.91,4510.86,667.804,2084.64,6040.63,5297.89,2138.03,347.266,751.147,1323.95,629.264,1880.85,3000.31,1196.26,4179.48,3762.59,427.336,3509.77,5468.6,4865.07,716.582,336.343,5400.84,1112.79,1556.46
farm,8011.45,4627.11,3682.64,2876.84,1038.07,1692.63,8011.45,3110.22,7517.72,1210.3,644.685,3632.66,2005.8,581.376,1867.36,1071.55,905.014,4344.94,5136.71,1795.84,4444.5,6054.62,1118.87,746.278,200.298,4810.77,1307.1,4866.78
farm,6392.54,3319.09,2789.37,2240.76,1229.65,898.802,6392.54,4439.73,5007.55,2675.29,950.884,1274.65,2207.72,651.486,1883.15,834.051,826.315,1565.06,2646.48,993.946,4676.93,5339.2,1258.81,784.953,271.998,2324.65,1041.26,2449.59
farm,6335.63,5246.5,3816.78,2505.45,5428.74,669.985,5908.65,3747.74,2012.29,451.447,449.716,-2501.37,1857.91,1148.66,1050.07,1680.1,813.688,4074.8,4245.43,489.084,6129.56,6335.63,3921.67,598.202,257.506,1188.24,683.159,-1543.16
impervious,1432.62,1312.44,964.079,141.6,1177.97,1432.62,909.597,1316.81,640.656,-1080.56,127.273,431.36,573.451,732.665,650.001,586.213,1056.97,1369.55,787.021,493.827,1341.94,1323.43,341.449,353.502,535.626,721.129,1060.82,721.551
impervious,3123.01,1304.3,781.067,1166.11,1030.5,1035.28,1030.2,1547.79,1195.86,857.475,881.707,2642.01,-37.6702,1350.2,750.89,3123.01,1039.04,1924.24,919.393,1743.28,1917.05,1455.42,1719.9,1767.11,1048.91,1094.01,1909.35,760.74
impervious,6571.6,5844.51,4471.51,1180.85,3477.69,4640.45,4648.51,4943.65,5530.81,5102.9,4115.9,509.398,5068.26,5157.35,6571.6,5714.81,492.802,2212.89,334.282,2765.22,2736.11,3397.32,2692.44,796.224,1289.96,5528.81,5784.68,3643.25
impervious,3228.04,3030.52,1478.32,1483.33,1466.31,2433.47,1714.66,2412.45,1950.08,3016.34,2440.48,615.992,1696.95,2361.76,3228.04,2373.78,562.858,1817.84,492.192,1606.02,2159.09,2143.87,2296.46,663.2,1294.98,2348.83,2159.59,2339.48
impervious,6505.27,5038.93,4889.84,767.442,4889.92,4607.3,5437,4281.54,5717.83,3646.78,4475.63,507.44,6503.78,5364.08,5489.7,3880.52,492.956,2052.54,494.946,4214.11,3296.24,4326.95,2375.18,860.097,830.492,5666.93,6505.27,1866.34
farm,7399.26,6841.21,6892.33,6833.5,4318.35,330.158,6380.45,393.3,6426.74,709.294,3150.95,463.458,1991.35,4732.92,1019.11,6406.53,3088.12,5951.58,3494.7,3072.52,577.926,3377.9,454.851,540.966,424.598,6836.08,554.174,7399.26
impervious,2370.01,1466.64,979.279,1059.79,911.997,588.729,1380.05,1537.51,1098.49,1252.95,1587.54,1858.54,1177.02,1537.71,1008.85,1751.94,1131.22,1339.57,799.649,1683.93,1327.82,1385.33,2031.27,1216.16,500.731,1020.78,2370.01,775.009
impervious,3517.11,1701.2,1241.18,802.898,1169.38,1634.49,1586.51,1502.67,1471.93,1210.15,3035.33,3517.11,3340.01,3212.21,2229.25,2707.25,2491.36,1588.31,2397.84,1759.24,1234.26,1746.48,417.187,1352.06,269.968,2214.25,2099.04,1124.69
impervious,5421.19,4458.48,2495.69,539.486,2840.17,2710.97,3343.82,2401.09,1297.69,2564.58,4738.03,4141.78,3950.93,4663.65,1750.11,2744.39,2550.87,1528.61,5421.19,1160.37,2968.06,1741.85,433.942,1918.47,345.852,4269.78,2083.98,1489.87
farm,6732.12,6260.1,5538.58,6389.93,2103.84,361.822,3553.77,388.396,2956.78,817.872,1696.9,780.421,1077.52,4437.05,948.973,1099.95,2994.57,5225.57,3043.17,5662.64,721.159,5032.12,512.083,417.639,586.922,5791.33,686.961,6732.12
farm,5012.63,3809.03,3164.18,3658.4,1222.58,350.772,5012.63,305.665,3182.97,957.686,1113.97,656.131,1146.45,3708.41,1093.44,2921.55,3107.53,4402.26,2830.87,4718.76,590.114,4148.38,425.434,376.317,529.946,3233.32,753.589,4984.42
orchard,7970.28,7469.05,7645.84,7719.04,7287.34,839.362,5509.35,3237.78,2270.6,7405.4,7301.6,628.034,7941.02,4723.8,1559.85,3654.66,978.791,1117.15,6596.44,6822.94,7492.29,5974.96,3355.55,1102.16,4904.77,7970.28,3464.21,1572.1
orchard,7788.81,7381.17,7788.81,3423.42,7636.95,792.406,7101.71,4492.01,983.027,7696.04,7705.78,619.803,5609,5082.51,1486.26,3700.13,979.778,1507.42,6634.16,6617.33,7054.02,5701.55,4453.13,1189.81,2999.71,7760.86,2494.81,1223.97
orchard,8101.62,7367.24,8101.62,439.665,8001.07,2720.83,2700.41,1376.65,624.687,7905.55,7772.63,611.737,8076.69,4162.65,1545.1,4497.67,585.549,959.026,2965.22,6938.93,7518.83,5946.64,6238.51,2229.53,6781.29,7744.4,896.79,1645.3
orchard,8086.24,7591.58,7959.42,2800.05,7868.75,743.31,7996.8,5736.26,738.806,8086.24,8012.68,539.694,7154.22,4787.15,1517.93,5945.04,663.302,1258.4,3993.41,6940.15,7521.92,5963.16,5971.04,1603.67,4817.51,8045.45,3594.75,1483.42
orchard,7800.39,7306.86,7050.2,2978.16,7008.34,987.893,7368.53,4490.8,2362.81,7773.65,7725.53,584.273,5857.69,5129.82,1729.53,1763.11,701.523,956.895,6362.99,5408.29,6078.39,5496.44,3417.58,1189.84,2342.77,7800.39,1459.33,1476.41
orchard,8020.17,7561.96,7355.81,1588.23,7324.63,3930.74,7506.3,1861.99,849.488,8020.17,7745.27,517.954,2915.66,1251.97,1805.99,5392.32,1138.79,915.338,2985.86,6422.89,3997.6,6011.38,4557.51,1232.99,3343.45,7972.16,1576.57,889.515
orchard,7165.76,7165.76,6416.14,1264.26,6090.14,6118.93,6027.41,4712.56,1040.67,6826.05,6213.06,556.23,2051.5,1248.86,1679.75,4116.23,1561.86,898.595,5056.44,5243.93,3026.76,4768.39,3470.91,1230.31,3963.29,6151.17,1483.5,898.698
orchard,7425.84,7235.26,6037.35,1027.56,6085.14,1618.05,6668.54,2513.99,1051.69,7268.22,6908.18,535.296,7425.84,1905.26,1655.73,3123.39,748.992,967.298,5533.47,5103.04,5216.12,4885.27,4366.79,1234.14,3298.11,6942.68,1070.44,842.101
orchard,7946.71,7155.73,7812.5,2129.84,7637.94,1383.18,7946.71,5523.3,1553.79,7427.2,6682.42,543.614,6398.9,2480.04,1528.35,5371.13,870.852,1053.72,6814.04,6568.93,6768.77,4500.68,4161.95,1324.71,4308.49,6846.89,1206.65,1215.12
orchard,8130.26,7519.55,8130.26,1482.54,7879.53,1001.21,7937.6,4122.53,1094.51,7951.44,8001.35,550.508,7734.13,2230.53,1633.58,4345.24,700.491,1353.27,7636.07,6996.76,7413.43,4596.13,4511.7,1413.52,3283.94,7937.68,1857.8,1336.92
orchard,8163.36,7448.13,7635.62,1362.69,7435.56,2125.77,7760.56,6023.86,743.073,7982.49,7896.53,613.806,8163.36,4302.75,1683.06,5229.54,600.259,1377.88,2397.95,6447.99,6837.99,3982.64,5200.13,3195.22,6598.46,7941.11,1464.58,1279.29
orchard,8363.78,7451.18,7786.51,2698.65,7806.23,719.551,8030.67,6034.67,1425.31,8335.98,8270.77,594.429,5701.94,4905.68,1437.42,4079.79,707.062,1915.29,7656.88,6967.03,7571.11,4879.91,4748.66,1193.39,4600.81,8363.78,3338.49,1126.14
orchard,7632.67,7233.92,6249.18,1152.27,6788.52,837.561,7324.43,1608.9,2426.07,7509.58,7365.93,483.648,7200.66,1597.06,1509.59,5724.72,715.121,951.445,2965.77,5846.23,6451.35,5431.24,3357.85,1492.56,2849.63,7632.67,880.017,990.283
orchard,7644.43,7425.08,6969.98,1177.94,7408.93,861.061,7644.43,814.458,1504.29,7002.63,6086.56,522.798,7317.65,1309.16,1629.13,4334.83,745.727,983.231,1981.39,6204.54,7021.69,5704.41,4897.45,1789.99,2206.1,6928.93,1036.56,831.441
orchard,7978.78,7173.04,7738.73,1491.64,7494.86,4115.91,7095.11,2610.62,1505.41,7895.77,7376.96,708.037,7978.78,3811.79,2492.17,5145.36,709.565,1139.88,5648.52,6581.04,1039.98,5308.55,6241.87,3734.35,5696.77,7781.97,1215.05,1213.12
orchard,8416.93,7536.53,8218.2,1481.45,8201.69,954.187,8416.93,5856.48,1339.78,7906.49,7575.9,534.004,8089.93,2040.72,1408.04,5314.03,660.474,1257.04,6379.94,7239.1,7759.53,6300.08,4012.68,1725.09,4063.76,8103.62,1091.34,1163.59
grass,6584.15,5889.49,3090.95,1012.23,2424.84,1297.73,2893.51,2875.36,5651.2,5458.26,5988.75,1202.05,1823.58,3377.15,5848.97,1847.23,2073.69,1761.56,6584.15,2511.42,2475.55,1387.26,1640.12,1192,642.419,4789.62,4645.86,2197.72
grass,7079.11,7079.11,6006.75,5365.33,4628.71,3762.9,4632.86,3990.89,3387.47,5574.44,6110.59,768.821,5457.33,573.024,5045.67,2511.17,3859.04,3550.64,4420.13,4496.77,2892.34,4045.45,1366.21,1649.61,1049.63,6026.87,629.614,5560.4
grass,6239.63,6239.63,4468.29,1456.47,3283.01,2405.54,3708.91,3903.27,4061.19,4726.05,2733.17,1567.42,1636.25,3562.67,5597.81,2604.51,1485.45,2348.58,5514.34,3295.44,3088.12,1204.36,1665,969.886,538.034,4394.19,4055.54,4239.49
grass,7377.79,6740.59,6066.41,4531.32,6036.81,2234.6,7151.86,6035.93,7172.57,7004.51,6617.35,2928,3827.79,5450.7,3261.97,1191.16,950.488,5285.22,1038.89,2035.73,1529.37,3131.84,2365.19,4220.88,780.13,7377.79,5216.98,6424.37
grass,6914.73,6914.73,4317.66,847.414,3786.66,1304.02,4346.94,2837.11,4929.29,5847.31,5941.65,771.414,5114.47,1779.52,4026.44,2876.29,3132.04,3738.53,4655.12,4503.87,3005.09,874.901,1962.83,1788.26,869.826,5449.13,3900.15,1455.93
grass,7381.42,7338.25,7381.42,2153.17,6762.68,6617.75,6973.52,6342.88,2273.32,6878.03,4018.52,1429.36,4810.06,4190.7,6336.62,2521.56,3769.19,4967.65,6548.5,6214.56,1994.61,2744.37,1628.22,748.739,766.91,7088.48,5678.37,5380.77
grass,7842.24,6915.27,7635.53,7322.82,7471.64,7379.89,7635.27,3635.46,7801.81,7740.79,7818.1,1059.06,2852.27,6369.4,7096.96,1903.71,827.409,2328.24,1352.98,6552.3,5580.71,2721.49,1341.23,1402.33,1370.31,7842.24,5641.73,2382.35
grass,6540.62,6540.62,5051.64,4527.8,4417.28,4672.11,4954.2,3353.31,4728.53,4866.05,6272.63,1362.99,5837.34,2505.94,5722.99,2204.87,3323.65,4238.42,2213.5,582.255,3529.15,4086.25,1727.81,1190.13,801.154,5330.61,1203.54,5300.09
grass,7331.67,7136.56,6770.33,2003.19,6133.92,2553.15,6635.89,6465.97,4701.79,5758.56,4450.82,1900.24,6144.15,5591.63,6935.63,2641.54,1021.88,4370.43,6706.36,5370.51,1019.18,1444.66,1280.56,851.97,895.873,7217.36,7331.67,3180.41
grass,7708.62,7338.36,1891.7,2160.65,3127.62,2502.16,7668.57,7118.06,7652.93,7708.62,7432.23,1503.55,4819.82,5836.68,5011.17,1989.6,739.148,5102.16,3421.19,5347,5954.87,5768.74,1445.88,1296.68,939.021,7640.64,3982.86,5840.92
grass,6744.19,6744.19,4285.16,1541.96,3780.06,771.055,4210.82,4396.03,4844.26,3104.29,5690.58,3512.17,4394.29,2864.41,3930.32,2737.22,4531.38,4105.97,3280.72,4413.61,2779.03,1098.83,2111.55,1152.3,729.514,4367.44,2202.97,2387.09
grass,6911.96,6401.88,5639.59,3723.23,4934.53,5433.54,5979.08,5748.14,1396.04,3575.8,6911.96,2278.68,4570.15,1912.86,6572.97,2391.15,3080.39,4014.58,917.023,1061.59,1344.12,4742.61,1238.72,871.195,1260.43,6571.6,1111.06,6120.35
grass,5841.26,5351.25,4910.67,5366.6,4995.99,4711.45,4508.5,1690.82,1934.49,3340.36,5249.61,1037.94,5841.26,1356.22,5458.8,2285.1,3048.94,3669.72,1983.37,763.327,824.418,3541.12,1911.32,997.742,1884.93,4859.97,2044.98,4389.94
grass,6759,6759,6019.01,1400.83,5311.7,2766.13,5570.13,5338.68,5617.18,6444.2,6173.51,1066.83,2810.37,2361.73,6294.34,2809.89,3954.48,4249.57,6251.1,5112.73,1914.76,2015.9,1713.66,1260.16,904.099,5445.79,4369.08,5455.33
grass,6485.48,6485.48,5536.29,3998.28,5288.74,4509.87,5818.16,4619.55,2882.32,4563.18,6410.15,1295.24,5853.2,584.496,4627.69,2816.14,1022.92,3080.2,5859.02,5100.98,3058.95,4107.39,1361,1801.16,1148,6294.61,1000.94,2833.67
grass,6526.8,3918.25,3049.24,1900.17,2816.37,2263.41,2309.62,2592.76,3029.35,4587.27,3355.75,1223.64,3289.76,4347.64,6526.8,2634.87,1325.33,3466.08,3965.33,4903.13,3863.89,891.569,1416.71,945.084,730.477,4684.3,5062.72,4549.02
grass,6739.47,6739.47,5529.13,5205.12,4846.64,5292.85,5425.34,5420.13,4655.62,6257.21,6412.66,2380.62,4945.59,2172.64,6275.64,2704.67,775.833,3762.62,1356.94,5123.23,1415.27,2173.43,1520.01,888.219,1026.48,6171.72,1581.56,3303.39
grass,6736.58,3793.31,4526.21,745.984,3446.49,755.591,3924.11,3536.4,6051.32,6693.65,6736.58,1944.4,2688.96,2307.85,4288.32,2964.46,3399.84,2796.35,1623.04,3222.55,2166.95,635.5,1486.21,1231.12,498.579,3379.5,2629.31,3401.54
grass,7564.44,6693.75,7020.81,7111.52,6524.41,6575.01,6966.5,2371.51,1587.68,3130.24,7429.86,874.536,6643.98,4077.82,6558.69,2285.68,2390.72,3766.37,3505.21,3101.2,1208.58,4473.68,1889.48,815.523,3575.07,7564.44,2587.07,6799.25
grass,6080.08,4612.91,5558.53,6080.08,5834.95,5692.4,5765.72,3202.98,1970.28,3677.9,3186.16,1369.61,4973.43,1461.52,5741.95,2389.39,2594.94,3359.52,1336.88,1015.64,985.71,4442.78,1956.83,1046.17,1198,3716.26,1705.49,3885.77
grass,8126.1,7292.33,8126.1,7032.56,7568.68,1722.67,7907.46,6612.46,7918.83,3338.62,7595.6,3513.49,4691.05,5791.96,4949.65,2633.63,696.165,5756.29,7114.1,6735.14,4225.36,1089.51,5668.49,2944.98,2116.45,7773.49,1847.2,7967.05
grass,6706.41,6382.3,6169.28,794.879,3988.33,1634.22,6382.29,4379.67,6706.41,5241.52,5984.79,2827.06,3934.97,3000.47,5598.81,2777.45,4346.13,2296.87,5246.93,5294.43,3174.47,1125.25,1947.77,1098.52,574.375,5710.59,3052.01,876.123
grass,7789.21,7383.22,4449.86,7421.88,7419.87,4036.49,7633.63,6501.63,7694.15,7135.94,7789.21,3099.8,6215.95,6052.69,6939.73,1491.93,739.491,4443.01,4812.66,779.472,6637.98,3859.07,1817.78,1708.75,768.641,6885.24,4721.55,7394.21
grass,7047.4,7047.4,6816,6608.56,6268.47,6372.28,6571.04,5919.34,4077.31,6829.87,6830.08,5999.17,4448.66,3232.47,6387.15,3159.33,691.067,1594.3,1653.99,5574.91,5279.9,3571.28,1859.29,1191.85,1525.69,6923.42,2736.41,4659.43
grass,7147.2,7147.2,6343.47,6093.02,5754.31,5918.22,6096.96,5706.65,6634.12,6705.45,6727.75,2388,3458.8,4594.32,6195.67,2103.56,770.754,4059.68,1184.35,5411.16,5414.82,2838.47,1528.61,943.098,1758.38,6448.84,4619.86,4994.83
grass,6739.82,6739.82,6532.59,5410.85,3441.22,3777.56,5163.01,3590.66,5932.32,6438.63,6447.53,1145.54,3360.46,4338.48,5977.97,1342.94,730.012,5227.97,2044.65,5190.59,3942.53,3962.02,1396.53,2233.12,1122.45,5748.8,5128.26,4158.11
grass,5851.98,2551.62,2714.27,2704.54,2844.47,3301.85,4612.39,4699.74,2437.96,5549.95,1163.83,1454.19,4086.52,2998.59,4425.99,2621.03,2325.53,2619.31,4116.74,3441.74,2016.11,1284.56,1591.81,809.889,611.524,5672.84,4529.29,5851.98
grass,5626.5,3768.59,4783.5,2923.34,2427.59,3133.46,4702.18,4448.67,5565.36,5197.92,5238.9,2970.51,3151.23,5626.5,5333.07,2001.93,782.02,3637.18,4337.82,4371.57,3366.86,4693.98,1454.18,2377.04,943.792,4361.83,4396.51,3769.26
grass,6839.31,6330.01,5707.03,5474.41,5548.44,5756.35,6133.74,6175.47,773.311,6823.11,6839.31,3454.22,5318.13,2508.45,6369.91,2723.78,2495.51,3960.95,4701.27,1929.43,2345.87,1763.88,2431.79,730.567,1197.03,6706.15,877.529,5548.98
grass,6128.24,6128.24,4062.38,1601.39,3918.43,2212.16,4277.41,2523.08,4267.76,5377.04,4225.33,1625.7,5394.59,810.925,4913.88,2927.76,1448.78,3219.41,5199.07,4193.29,3452.99,2302.94,2016.83,1688.77,1024.35,5199.77,1910.84,3040.19
grass,7973.18,6849.06,7015.96,4403.04,7229.58,2972.77,7468.47,5542.77,5465.83,7964.72,7973.18,5149.65,5809.13,6528,6930.91,1915.42,734.166,3759.65,1611.06,680.234,6302.59,3779.62,1711.67,1276.48,712.732,7798.25,6746.68,5317.37
grass,7387.27,7387.27,7244.03,6563.04,4662.71,5864.72,6385.16,1689.7,5657.8,5865.65,5916.97,1285.03,5183.86,5802.79,5347.17,1146.69,756.559,5640.36,2693.27,1811.1,3818.65,4464.05,2169.06,2487.36,1254.74,4354.67,2146.78,6084.58
grass,7861.35,7247.96,7861.35,6027.72,6810.25,3064.1,7784.32,2615.34,7682.43,7303.33,7573.67,1136.14,6502.5,5250.07,6403.23,1272.5,663.587,5030.12,960.879,514.936,6898.31,550.286,2846.83,3587.35,732.156,7785.14,5294.02,5639.41
grass,5766.71,3519.25,4548.97,4501.51,4813.72,4591.05,4773.76,4290.52,2820.98,3136.59,2135.67,1618.67,5766.71,4526.61,4966.9,2282.34,1032.6,3315.98,4854.69,2724.59,739.552,948.843,2180.86,778.034,2092.35,4820.21,2621.36,3328.55
grass,7082.12,6420.72,3185.05,4891.04,1039.86,4378.39,6377.63,2814.36,7082.12,6939.55,6998.4,2317.29,3407.97,5700.96,5126.75,1459.71,646.864,5153.19,4571.05,5393.56,4313.06,4623.31,1475.26,2274.37,836.752,6086.79,6921.85,5631.36
grass,7396.75,6641.44,6506.08,6470.04,5927.39,6217.15,6610.52,6318.51,1229.81,4984.1,7396.75,1605.45,6399.1,5307.38,7043.25,2132.06,3364.92,4057.37,934.958,1770.88,1668.07,4471.26,1452.31,808.582,1696.45,7350.45,1016.88,6629.03
grass,6467.22,6467.22,4943,2865.31,4765.94,1484.18,5121.65,5234.36,5603.02,5940.44,6259.85,1556.64,3433.53,4909.36,5790.83,3214.92,2621.07,1979.66,5569.34,4600.29,2791.63,2600.63,1588.39,1170.38,950.392,5631.49,5771.81,4602.11
grass,7804.42,6959.33,3949.74,5862.46,4773.9,4185,7577.52,1305.26,7622.9,7739.94,7611.35,1194.55,6633.34,5590.76,5584.03,1534.9,717.877,4980.77,1247.62,896.552,4669.61,6212.31,2670.12,2421.08,1245.32,7804.42,2604.59,4124.24
grass,7708.19,6856.03,7708.19,2457.63,7565.32,3936.4,7481.02,2380.3,7598.08,7514.51,7516.28,1239.11,5279.12,5492.49,5254.62,1298.55,732.044,5049.69,671.391,507.201,6758.9,510.332,2104.38,4562.63,719.297,7651.41,3956.67,6205
grass,7775.37,7029.81,7775.37,7031.17,7479.91,2585.28,7723.39,4225.73,7603.4,7552.18,6464.35,2286.35,4851.83,4926.47,3168.31,2880.93,771.952,5559.29,3338.74,4915.31,4941.27,702.501,3566.93,2552.38,1547.83,7500.88,2398.1,6225.24
grass,6873.96,6873.96,5001.58,4397.87,3871.97,3974.84,4087.65,4433.34,3301.55,5141.08,3909.39,4882.49,4340.77,4699.07,5864.21,2942.2,704.676,4495.27,1796.19,4052.39,1494.48,1994.41,1628.34,1290.3,696.093,5012.76,2276.27,4107.6
grass,6688.52,6688.52,2083.42,2022.43,2456.16,2032.49,5268.54,4621.71,5732.4,6395.14,6592.02,2018.86,4536.5,5615.72,5300.56,2282.88,703.241,4624.87,5405.39,4722.49,4245.77,4242.68,1405.64,1447.86,834.067,5760.83,4031.05,5368.78
grass,8246.08,7322.33,8135.38,2154.68,8162.74,5509.85,8020.98,3272.57,8033.03,6432.83,8112.04,832.309,5022.48,5967.79,6380.83,967.246,704.143,5296.77,548.102,893.705,7550.17,481.33,2153.31,2886.06,641.254,8246.08,5561.69,4147.86
grass,6156.48,6156.48,3953.12,812.617,3859.36,3937.53,4385.91,4362.07,4145.94,5703.58,5866.64,491.567,5213.64,972.64,4930.53,2989.48,2893.47,3580.39,5518.23,4465.95,3557.52,2636.06,1728.24,1546.88,790.605,5350.24,3522.9,2196.45
grass,6452.17,6452.17,4552.54,4388.04,4176.42,4415.94,4602.25,4638.07,3376.07,4773.42,5298.64,2206.1,5542.21,2105.44,5591.85,2160.38,4123.37,4083.6,1118.91,4536.17,3102.8,3337.91,1743.38,902.043,1142.09,5605.47,4618.67,5838.96
grass,7506.43,7364.32,7506.43,7285.34,2363.18,6807.81,7412.62,2856.15,7342.24,6621.47,7471.1,1936.19,2499.56,5880.06,6260.89,1175.66,730.867,5257.07,3629.99,2933.64,1016.57,5980.6,3167.79,4116.39,1080.4,7025.09,1632.16,4876.71
grass,6204.67,5977.6,6149.28,4287.41,1886.72,4547.59,4710.28,3267.94,5661.75,6204.67,6150.32,1869.72,3268.58,5573.58,5903.79,1428.57,887.22,4453.38,4740.41,4022.23,2878.45,3585.05,1398.37,2203.82,972.219,4251.52,4835.94,3719.77
grass,6116.43,5586.41,4955.36,4572.2,4156.63,1449.76,5423.71,5685.04,2606.74,5367.26,1529.89,2258.93,3541.76,3839,5842.57,2845.46,3031.59,3211.45,5804.98,4612.68,2823.51,1873.41,1649.28,907.811,680.676,5812.33,5392.37,6116.43
grass,6882.51,6882.51,4527.57,2786.35,4550.34,3514.27,5062.47,3679.74,2534.83,5370.3,6462.53,1926.26,6467.24,633.707,5566.1,2918.86,1251.12,3195.72,5864.02,4760.55,3636.73,4189.03,1302.06,1821.94,1681.29,6102.45,985.956,1483.95
grass,7442.58,6720.84,7219.99,5859.71,5699.78,1326.75,7028.79,2246.46,7249.25,7442.58,7252.76,2225.29,6499.82,5307.03,5587.81,1556.2,731.019,4830.71,1124.33,836.598,5461.13,861.079,3037.54,4242.64,743.4,7211.44,3580.25,7277.62
grass,6453.01,6453.01,4371.95,2860.45,3827.17,3314.96,4363.51,4472.69,4035.91,5639.53,2250.99,1235.3,2404.17,1529.92,5439.66,2403.83,4038.44,3999.71,5380.83,4084.66,1793.56,2283.58,1621.92,1120.76,743.04,5056.15,4070.74,5125.92
grass,7397.9,6903.65,7386.06,6590.59,6723.69,4759.63,6492.12,3899.5,7005.73,6907.87,7037.97,875.764,3178.6,5086.03,6013.43,1210.23,761.843,4899.93,5601.98,6452.88,6699.53,5581.53,1626.86,2435.37,1249.54,7397.9,6164.37,6175.08
grass,7736.31,6842.64,6019.08,7197.09,5546.03,4000.82,7644.64,6929.75,7615.44,7595.47,7155.65,2766.39,5075.18,5444.43,2028.08,3012.38,773.504,5175.31,1730.32,6280.62,5505.02,607.23,3456.66,2520.21,1421.38,7736.31,3799.18,2604
grass,6312.02,6217.83,5024.67,4440.42,4313.94,4716.74,5180.79,4692.14,1760.14,4684.62,6312.02,1097.74,5811.76,3597.74,6267.66,2394.81,2546.25,3866.37,3640.04,2203.13,2465.84,2050.85,1871.93,713.993,2704.5,5762.3,1211.46,5708.18
grass,7179.67,7179.67,6771.61,6603.79,6336.32,6581.05,6604.17,6234.41,3749.18,7086.54,6687.51,1476.27,5426,4069.03,6710.15,3124.22,1042.71,4730.19,805.857,5065.9,1651.98,1999.57,1320.75,1153.15,708.321,7137.69,2219.24,2133.98
grass,7939.87,7939.87,6172.12,3691.7,5382.26,3820.15,5046.39,4197.97,3494.43,4159.53,2372.2,1741.41,2194.91,4132.79,7182.86,1989.44,2213.26,1367.13,7351.22,3999.12,1860.69,1079.52,1559.78,1178.5,768.066,6157.41,6136.92,2952.13
grass,6022.49,2359.82,3663.25,3366.78,3241.03,3386.33,3875.96,4261.19,2555.85,6022.49,2590.07,1231.31,4128.89,2808.84,4692.98,2590.39,2332.32,3271.12,4098.59,3667.21,1782.42,1573.21,1578.97,760.218,669.438,4240.56,3524.42,4315.58
grass,6983.78,6654.54,5247.3,5566.2,5187.08,2794.43,5675.41,5926.18,6499.87,6484.28,6983.78,2330.29,3425.34,5540.23,4581.92,1634.87,725.481,5015.69,4327.19,4452.06,3378.52,4397.36,3592.79,3604.34,783.263,6201.31,4626.59,6725.21
grass,6988.58,5548.59,6988.58,5163.24,3432.26,5344.67,5749.73,4061.03,6385.68,6235.48,6426.74,2434.11,3029.01,5411.49,5310.39,1795.9,947.991,4893.6,4301.97,4981.36,3858.68,4784.45,1327.66,2505.71,961.604,5095.45,5071.67,4128.38
